location,date,vaccine,total_vaccinations
Germany,2021-05-19,Pfizer/BioNTech,31403952
Germany,2021-05-20,Johnson&Johnson,94653
Germany,2021-05-20,Moderna,3209383
Germany,2021-05-20,Oxford/AstraZeneca,8312156
Germany,2021-05-20,Pfizer/BioNTech,32082029
Germany,2021-05-21,Johnson&Johnson,105168
Germany,2021-05-21,Moderna,3291860
Germany,2021-05-21,Oxford/AstraZeneca,8466809
Germany,2021-05-21,Pfizer/BioNTech,32671807
Germany,2021-05-22,Johnson&Johnson,119566
Germany,2021-05-22,Moderna,3362128
Germany,2021-05-22,Oxford/AstraZeneca,8549253
Germany,2021-05-22,Pfizer/BioNTech,32978351
Germany,2021-05-23,Johnson&Johnson,129062
Germany,2021-05-23,Moderna,3421476
Germany,2021-05-23,Oxford/AstraZeneca,8572171
Germany,2021-05-23,Pfizer/BioNTech,33172199
Germany,2021-05-24,Johnson&Johnson,136433
Germany,2021-05-24,Moderna,3481572
Germany,2021-05-24,Oxford/AstraZeneca,8593391
Germany,2021-05-24,Pfizer/BioNTech,33407030
Germany,2021-05-25,Johnson&Johnson,159583
Germany,2021-05-25,Moderna,3560236
Germany,2021-05-25,Oxford/AstraZeneca,8695211
Germany,2021-05-25,Pfizer/BioNTech,33849935
Germany,2021-05-26,Johnson&Johnson,236408
Germany,2021-05-26,Moderna,3637896
Germany,2021-05-26,Oxford/AstraZeneca,8825892
Germany,2021-05-26,Pfizer/BioNTech,34725668
Germany,2021-05-27,Johnson&Johnson,314921
Germany,2021-05-27,Moderna,3719594
Germany,2021-05-27,Oxford/AstraZeneca,8953835
Germany,2021-05-27,Pfizer/BioNTech,35446482
Germany,2021-05-28,Johnson&Johnson,395002
Germany,2021-05-28,Moderna,3792059
Germany,2021-05-28,Oxford/AstraZeneca,9072385
Germany,2021-05-28,Pfizer/BioNTech,35996302
Iceland,2020-12-29,Johnson&Johnson,0
Iceland,2020-12-29,Moderna,0
Iceland,2020-12-29,Oxford/AstraZeneca,0
Iceland,2020-12-29,Pfizer/BioNTech,2524
Iceland,2020-12-30,Johnson&Johnson,0
Iceland,2020-12-30,Moderna,0
Iceland,2020-12-30,Oxford/AstraZeneca,0
Iceland,2020-12-30,Pfizer/BioNTech,4940
Iceland,2020-12-31,Johnson&Johnson,0
Iceland,2020-12-31,Moderna,0
Iceland,2020-12-31,Oxford/AstraZeneca,0
Iceland,2020-12-31,Pfizer/BioNTech,4940
Iceland,2021-01-01,Johnson&Johnson,0
Iceland,2021-01-01,Moderna,0
Iceland,2021-01-01,Oxford/AstraZeneca,0
Iceland,2021-01-01,Pfizer/BioNTech,4940
Iceland,2021-01-02,Johnson&Johnson,0
Iceland,2021-01-02,Moderna,0
Iceland,2021-01-02,Oxford/AstraZeneca,0
Iceland,2021-01-02,Pfizer/BioNTech,4940
Iceland,2021-01-03,Johnson&Johnson,0
Iceland,2021-01-03,Moderna,0
Iceland,2021-01-03,Oxford/AstraZeneca,0
Iceland,2021-01-03,Pfizer/BioNTech,4940
Iceland,2021-01-04,Johnson&Johnson,0
Iceland,2021-01-04,Moderna,0
Iceland,2021-01-04,Oxford/AstraZeneca,0
Iceland,2021-01-04,Pfizer/BioNTech,4940
Iceland,2021-01-05,Johnson&Johnson,0
Iceland,2021-01-05,Moderna,1
Iceland,2021-01-05,Oxford/AstraZeneca,0
Iceland,2021-01-05,Pfizer/BioNTech,4947
Iceland,2021-01-06,Johnson&Johnson,0
Iceland,2021-01-06,Moderna,1
Iceland,2021-01-06,Oxford/AstraZeneca,0
Iceland,2021-01-06,Pfizer/BioNTech,4947
Iceland,2021-01-07,Johnson&Johnson,0
Iceland,2021-01-07,Moderna,1
Iceland,2021-01-07,Oxford/AstraZeneca,0
Iceland,2021-01-07,Pfizer/BioNTech,4947
Iceland,2021-01-08,Johnson&Johnson,0
Iceland,2021-01-08,Moderna,1
Iceland,2021-01-08,Oxford/AstraZeneca,0
Iceland,2021-01-08,Pfizer/BioNTech,4947
Iceland,2021-01-09,Johnson&Johnson,0
Iceland,2021-01-09,Moderna,1
Iceland,2021-01-09,Oxford/AstraZeneca,0
Iceland,2021-01-09,Pfizer/BioNTech,4947
Iceland,2021-01-10,Johnson&Johnson,0
Iceland,2021-01-10,Moderna,1
Iceland,2021-01-10,Oxford/AstraZeneca,0
Iceland,2021-01-10,Pfizer/BioNTech,4947
Iceland,2021-01-11,Johnson&Johnson,0
Iceland,2021-01-11,Moderna,1
Iceland,2021-01-11,Oxford/AstraZeneca,0
Iceland,2021-01-11,Pfizer/BioNTech,4947
Iceland,2021-01-12,Johnson&Johnson,0
Iceland,2021-01-12,Moderna,1
Iceland,2021-01-12,Oxford/AstraZeneca,0
Iceland,2021-01-12,Pfizer/BioNTech,4947
Iceland,2021-01-13,Johnson&Johnson,0
Iceland,2021-01-13,Moderna,501
Iceland,2021-01-13,Oxford/AstraZeneca,0
Iceland,2021-01-13,Pfizer/BioNTech,4947
Iceland,2021-01-14,Johnson&Johnson,0
Iceland,2021-01-14,Moderna,843
Iceland,2021-01-14,Oxford/AstraZeneca,0
Iceland,2021-01-14,Pfizer/BioNTech,4947
Iceland,2021-01-15,Johnson&Johnson,0
Iceland,2021-01-15,Moderna,1262
Iceland,2021-01-15,Oxford/AstraZeneca,0
Iceland,2021-01-15,Pfizer/BioNTech,4947
Iceland,2021-01-16,Johnson&Johnson,0
Iceland,2021-01-16,Moderna,1262
Iceland,2021-01-16,Oxford/AstraZeneca,0
Iceland,2021-01-16,Pfizer/BioNTech,4947
Iceland,2021-01-17,Johnson&Johnson,0
Iceland,2021-01-17,Moderna,1262
Iceland,2021-01-17,Oxford/AstraZeneca,0
Iceland,2021-01-17,Pfizer/BioNTech,4947
Iceland,2021-01-18,Johnson&Johnson,0
Iceland,2021-01-18,Moderna,1263
Iceland,2021-01-18,Oxford/AstraZeneca,0
Iceland,2021-01-18,Pfizer/BioNTech,4977
Iceland,2021-01-19,Johnson&Johnson,0
Iceland,2021-01-19,Moderna,1263
Iceland,2021-01-19,Oxford/AstraZeneca,0
Iceland,2021-01-19,Pfizer/BioNTech,6071
Iceland,2021-01-20,Johnson&Johnson,0
Iceland,2021-01-20,Moderna,1263
Iceland,2021-01-20,Oxford/AstraZeneca,0
Iceland,2021-01-20,Pfizer/BioNTech,7833
Iceland,2021-01-21,Johnson&Johnson,0
Iceland,2021-01-21,Moderna,1263
Iceland,2021-01-21,Oxford/AstraZeneca,1
Iceland,2021-01-21,Pfizer/BioNTech,11609
Iceland,2021-01-22,Johnson&Johnson,0
Iceland,2021-01-22,Moderna,1263
Iceland,2021-01-22,Oxford/AstraZeneca,1
Iceland,2021-01-22,Pfizer/BioNTech,13500
Iceland,2021-01-23,Johnson&Johnson,0
Iceland,2021-01-23,Moderna,1263
Iceland,2021-01-23,Oxford/AstraZeneca,1
Iceland,2021-01-23,Pfizer/BioNTech,14049
Iceland,2021-01-24,Johnson&Johnson,0
Iceland,2021-01-24,Moderna,1263
Iceland,2021-01-24,Oxford/AstraZeneca,1
Iceland,2021-01-24,Pfizer/BioNTech,14049
Iceland,2021-01-25,Johnson&Johnson,0
Iceland,2021-01-25,Moderna,1263
Iceland,2021-01-25,Oxford/AstraZeneca,2
Iceland,2021-01-25,Pfizer/BioNTech,14205
Iceland,2021-01-26,Johnson&Johnson,0
Iceland,2021-01-26,Moderna,1263
Iceland,2021-01-26,Oxford/AstraZeneca,2
Iceland,2021-01-26,Pfizer/BioNTech,14312
Iceland,2021-01-27,Johnson&Johnson,0
Iceland,2021-01-27,Moderna,1263
Iceland,2021-01-27,Oxford/AstraZeneca,2
Iceland,2021-01-27,Pfizer/BioNTech,14325
Iceland,2021-01-28,Johnson&Johnson,0
Iceland,2021-01-28,Moderna,1263
Iceland,2021-01-28,Oxford/AstraZeneca,2
Iceland,2021-01-28,Pfizer/BioNTech,14326
Iceland,2021-01-29,Johnson&Johnson,0
Iceland,2021-01-29,Moderna,1263
Iceland,2021-01-29,Oxford/AstraZeneca,2
Iceland,2021-01-29,Pfizer/BioNTech,14327
Iceland,2021-01-30,Johnson&Johnson,0
Iceland,2021-01-30,Moderna,1263
Iceland,2021-01-30,Oxford/AstraZeneca,2
Iceland,2021-01-30,Pfizer/BioNTech,14327
Iceland,2021-01-31,Johnson&Johnson,0
Iceland,2021-01-31,Moderna,1263
Iceland,2021-01-31,Oxford/AstraZeneca,2
Iceland,2021-01-31,Pfizer/BioNTech,14327
Iceland,2021-02-01,Johnson&Johnson,0
Iceland,2021-02-01,Moderna,1263
Iceland,2021-02-01,Oxford/AstraZeneca,2
Iceland,2021-02-01,Pfizer/BioNTech,14764
Iceland,2021-02-02,Johnson&Johnson,0
Iceland,2021-02-02,Moderna,1264
Iceland,2021-02-02,Oxford/AstraZeneca,2
Iceland,2021-02-02,Pfizer/BioNTech,15777
Iceland,2021-02-03,Johnson&Johnson,0
Iceland,2021-02-03,Moderna,1264
Iceland,2021-02-03,Oxford/AstraZeneca,2
Iceland,2021-02-03,Pfizer/BioNTech,16306
Iceland,2021-02-04,Johnson&Johnson,0
Iceland,2021-02-04,Moderna,1264
Iceland,2021-02-04,Oxford/AstraZeneca,2
Iceland,2021-02-04,Pfizer/BioNTech,16345
Iceland,2021-02-05,Johnson&Johnson,0
Iceland,2021-02-05,Moderna,1264
Iceland,2021-02-05,Oxford/AstraZeneca,2
Iceland,2021-02-05,Pfizer/BioNTech,16369
Iceland,2021-02-06,Johnson&Johnson,0
Iceland,2021-02-06,Moderna,1264
Iceland,2021-02-06,Oxford/AstraZeneca,2
Iceland,2021-02-06,Pfizer/BioNTech,16488
Iceland,2021-02-07,Johnson&Johnson,0
Iceland,2021-02-07,Moderna,1264
Iceland,2021-02-07,Oxford/AstraZeneca,2
Iceland,2021-02-07,Pfizer/BioNTech,16488
Iceland,2021-02-08,Johnson&Johnson,0
Iceland,2021-02-08,Moderna,1264
Iceland,2021-02-08,Oxford/AstraZeneca,2
Iceland,2021-02-08,Pfizer/BioNTech,16488
Iceland,2021-02-09,Johnson&Johnson,0
Iceland,2021-02-09,Moderna,1264
Iceland,2021-02-09,Oxford/AstraZeneca,2
Iceland,2021-02-09,Pfizer/BioNTech,16488
Iceland,2021-02-10,Johnson&Johnson,0
Iceland,2021-02-10,Moderna,1814
Iceland,2021-02-10,Oxford/AstraZeneca,2
Iceland,2021-02-10,Pfizer/BioNTech,16489
Iceland,2021-02-11,Johnson&Johnson,0
Iceland,2021-02-11,Moderna,1990
Iceland,2021-02-11,Oxford/AstraZeneca,1210
Iceland,2021-02-11,Pfizer/BioNTech,16489
Iceland,2021-02-12,Johnson&Johnson,0
Iceland,2021-02-12,Moderna,2198
Iceland,2021-02-12,Oxford/AstraZeneca,1210
Iceland,2021-02-12,Pfizer/BioNTech,16503
Iceland,2021-02-13,Johnson&Johnson,0
Iceland,2021-02-13,Moderna,2198
Iceland,2021-02-13,Oxford/AstraZeneca,1210
Iceland,2021-02-13,Pfizer/BioNTech,16503
Iceland,2021-02-14,Johnson&Johnson,0
Iceland,2021-02-14,Moderna,2198
Iceland,2021-02-14,Oxford/AstraZeneca,1210
Iceland,2021-02-14,Pfizer/BioNTech,16503
Iceland,2021-02-15,Johnson&Johnson,0
Iceland,2021-02-15,Moderna,2385
Iceland,2021-02-15,Oxford/AstraZeneca,1210
Iceland,2021-02-15,Pfizer/BioNTech,16504
Iceland,2021-02-16,Johnson&Johnson,0
Iceland,2021-02-16,Moderna,2584
Iceland,2021-02-16,Oxford/AstraZeneca,1254
Iceland,2021-02-16,Pfizer/BioNTech,17799
Iceland,2021-02-17,Johnson&Johnson,0
Iceland,2021-02-17,Moderna,3233
Iceland,2021-02-17,Oxford/AstraZeneca,1517
Iceland,2021-02-17,Pfizer/BioNTech,20226
Iceland,2021-02-18,Johnson&Johnson,0
Iceland,2021-02-18,Moderna,3574
Iceland,2021-02-18,Oxford/AstraZeneca,1596
Iceland,2021-02-18,Pfizer/BioNTech,20675
Iceland,2021-02-19,Johnson&Johnson,0
Iceland,2021-02-19,Moderna,3904
Iceland,2021-02-19,Oxford/AstraZeneca,2720
Iceland,2021-02-19,Pfizer/BioNTech,20859
Iceland,2021-02-20,Johnson&Johnson,0
Iceland,2021-02-20,Moderna,3904
Iceland,2021-02-20,Oxford/AstraZeneca,2720
Iceland,2021-02-20,Pfizer/BioNTech,21209
Iceland,2021-02-21,Johnson&Johnson,0
Iceland,2021-02-21,Moderna,3904
Iceland,2021-02-21,Oxford/AstraZeneca,2720
Iceland,2021-02-21,Pfizer/BioNTech,21209
Iceland,2021-02-22,Johnson&Johnson,0
Iceland,2021-02-22,Moderna,3904
Iceland,2021-02-22,Oxford/AstraZeneca,2837
Iceland,2021-02-22,Pfizer/BioNTech,21235
Iceland,2021-02-23,Johnson&Johnson,0
Iceland,2021-02-23,Moderna,3904
Iceland,2021-02-23,Oxford/AstraZeneca,3157
Iceland,2021-02-23,Pfizer/BioNTech,22608
Iceland,2021-02-24,Johnson&Johnson,0
Iceland,2021-02-24,Moderna,3904
Iceland,2021-02-24,Oxford/AstraZeneca,3730
Iceland,2021-02-24,Pfizer/BioNTech,23919
Iceland,2021-02-25,Johnson&Johnson,0
Iceland,2021-02-25,Moderna,3904
Iceland,2021-02-25,Oxford/AstraZeneca,3940
Iceland,2021-02-25,Pfizer/BioNTech,24437
Iceland,2021-02-26,Johnson&Johnson,0
Iceland,2021-02-26,Moderna,3904
Iceland,2021-02-26,Oxford/AstraZeneca,5166
Iceland,2021-02-26,Pfizer/BioNTech,24596
Iceland,2021-02-27,Johnson&Johnson,0
Iceland,2021-02-27,Moderna,3904
Iceland,2021-02-27,Oxford/AstraZeneca,5169
Iceland,2021-02-27,Pfizer/BioNTech,24755
Iceland,2021-02-28,Johnson&Johnson,0
Iceland,2021-02-28,Moderna,3904
Iceland,2021-02-28,Oxford/AstraZeneca,5169
Iceland,2021-02-28,Pfizer/BioNTech,24755
Iceland,2021-03-01,Johnson&Johnson,0
Iceland,2021-03-01,Moderna,3904
Iceland,2021-03-01,Oxford/AstraZeneca,5265
Iceland,2021-03-01,Pfizer/BioNTech,24755
Iceland,2021-03-02,Johnson&Johnson,0
Iceland,2021-03-02,Moderna,3905
Iceland,2021-03-02,Oxford/AstraZeneca,5398
Iceland,2021-03-02,Pfizer/BioNTech,27112
Iceland,2021-03-03,Johnson&Johnson,0
Iceland,2021-03-03,Moderna,3905
Iceland,2021-03-03,Oxford/AstraZeneca,5511
Iceland,2021-03-03,Pfizer/BioNTech,29865
Iceland,2021-03-04,Johnson&Johnson,0
Iceland,2021-03-04,Moderna,3906
Iceland,2021-03-04,Oxford/AstraZeneca,5877
Iceland,2021-03-04,Pfizer/BioNTech,30046
Iceland,2021-03-05,Johnson&Johnson,0
Iceland,2021-03-05,Moderna,3906
Iceland,2021-03-05,Oxford/AstraZeneca,8169
Iceland,2021-03-05,Pfizer/BioNTech,30046
Iceland,2021-03-06,Johnson&Johnson,0
Iceland,2021-03-06,Moderna,3906
Iceland,2021-03-06,Oxford/AstraZeneca,8169
Iceland,2021-03-06,Pfizer/BioNTech,30046
Iceland,2021-03-07,Johnson&Johnson,0
Iceland,2021-03-07,Moderna,3906
Iceland,2021-03-07,Oxford/AstraZeneca,8169
Iceland,2021-03-07,Pfizer/BioNTech,30046
Iceland,2021-03-08,Johnson&Johnson,0
Iceland,2021-03-08,Moderna,3906
Iceland,2021-03-08,Oxford/AstraZeneca,8172
Iceland,2021-03-08,Pfizer/BioNTech,30048
Iceland,2021-03-09,Johnson&Johnson,0
Iceland,2021-03-09,Moderna,3907
Iceland,2021-03-09,Oxford/AstraZeneca,8312
Iceland,2021-03-09,Pfizer/BioNTech,32723
Iceland,2021-03-10,Johnson&Johnson,0
Iceland,2021-03-10,Moderna,3907
Iceland,2021-03-10,Oxford/AstraZeneca,8917
Iceland,2021-03-10,Pfizer/BioNTech,33309
Iceland,2021-03-11,Johnson&Johnson,0
Iceland,2021-03-11,Moderna,3907
Iceland,2021-03-11,Oxford/AstraZeneca,9302
Iceland,2021-03-11,Pfizer/BioNTech,33735
Iceland,2021-03-12,Johnson&Johnson,0
Iceland,2021-03-12,Moderna,3907
Iceland,2021-03-12,Oxford/AstraZeneca,9302
Iceland,2021-03-12,Pfizer/BioNTech,33929
Iceland,2021-03-13,Johnson&Johnson,0
Iceland,2021-03-13,Moderna,3907
Iceland,2021-03-13,Oxford/AstraZeneca,9303
Iceland,2021-03-13,Pfizer/BioNTech,33929
Iceland,2021-03-14,Johnson&Johnson,0
Iceland,2021-03-14,Moderna,3907
Iceland,2021-03-14,Oxford/AstraZeneca,9303
Iceland,2021-03-14,Pfizer/BioNTech,33929
Iceland,2021-03-15,Johnson&Johnson,0
Iceland,2021-03-15,Moderna,3907
Iceland,2021-03-15,Oxford/AstraZeneca,9304
Iceland,2021-03-15,Pfizer/BioNTech,33949
Iceland,2021-03-16,Johnson&Johnson,0
Iceland,2021-03-16,Moderna,3907
Iceland,2021-03-16,Oxford/AstraZeneca,9304
Iceland,2021-03-16,Pfizer/BioNTech,37182
Iceland,2021-03-17,Johnson&Johnson,0
Iceland,2021-03-17,Moderna,4344
Iceland,2021-03-17,Oxford/AstraZeneca,9304
Iceland,2021-03-17,Pfizer/BioNTech,37709
Iceland,2021-03-18,Johnson&Johnson,0
Iceland,2021-03-18,Moderna,4624
Iceland,2021-03-18,Oxford/AstraZeneca,9304
Iceland,2021-03-18,Pfizer/BioNTech,38749
Iceland,2021-03-19,Johnson&Johnson,0
Iceland,2021-03-19,Moderna,4849
Iceland,2021-03-19,Oxford/AstraZeneca,9304
Iceland,2021-03-19,Pfizer/BioNTech,38935
Iceland,2021-03-20,Johnson&Johnson,0
Iceland,2021-03-20,Moderna,4849
Iceland,2021-03-20,Oxford/AstraZeneca,9305
Iceland,2021-03-20,Pfizer/BioNTech,38935
Iceland,2021-03-21,Johnson&Johnson,0
Iceland,2021-03-21,Moderna,4849
Iceland,2021-03-21,Oxford/AstraZeneca,9305
Iceland,2021-03-21,Pfizer/BioNTech,38936
Iceland,2021-03-22,Johnson&Johnson,0
Iceland,2021-03-22,Moderna,5076
Iceland,2021-03-22,Oxford/AstraZeneca,9305
Iceland,2021-03-22,Pfizer/BioNTech,40559
Iceland,2021-03-23,Johnson&Johnson,0
Iceland,2021-03-23,Moderna,5289
Iceland,2021-03-23,Oxford/AstraZeneca,9314
Iceland,2021-03-23,Pfizer/BioNTech,43504
Iceland,2021-03-24,Johnson&Johnson,0
Iceland,2021-03-24,Moderna,6716
Iceland,2021-03-24,Oxford/AstraZeneca,9314
Iceland,2021-03-24,Pfizer/BioNTech,43946
Iceland,2021-03-25,Johnson&Johnson,0
Iceland,2021-03-25,Moderna,6716
Iceland,2021-03-25,Oxford/AstraZeneca,9347
Iceland,2021-03-25,Pfizer/BioNTech,44388
Iceland,2021-03-26,Johnson&Johnson,0
Iceland,2021-03-26,Moderna,6717
Iceland,2021-03-26,Oxford/AstraZeneca,13990
Iceland,2021-03-26,Pfizer/BioNTech,44819
Iceland,2021-03-27,Johnson&Johnson,0
Iceland,2021-03-27,Moderna,6717
Iceland,2021-03-27,Oxford/AstraZeneca,13990
Iceland,2021-03-27,Pfizer/BioNTech,45204
Iceland,2021-03-28,Johnson&Johnson,0
Iceland,2021-03-28,Moderna,6717
Iceland,2021-03-28,Oxford/AstraZeneca,13990
Iceland,2021-03-28,Pfizer/BioNTech,45536
Iceland,2021-03-29,Johnson&Johnson,0
Iceland,2021-03-29,Moderna,6717
Iceland,2021-03-29,Oxford/AstraZeneca,15002
Iceland,2021-03-29,Pfizer/BioNTech,46396
Iceland,2021-03-30,Johnson&Johnson,0
Iceland,2021-03-30,Moderna,6717
Iceland,2021-03-30,Oxford/AstraZeneca,16463
Iceland,2021-03-30,Pfizer/BioNTech,49897
Iceland,2021-03-31,Johnson&Johnson,0
Iceland,2021-03-31,Moderna,6717
Iceland,2021-03-31,Oxford/AstraZeneca,17258
Iceland,2021-03-31,Pfizer/BioNTech,50739
Iceland,2021-04-01,Johnson&Johnson,0
Iceland,2021-04-01,Moderna,6717
Iceland,2021-04-01,Oxford/AstraZeneca,17258
Iceland,2021-04-01,Pfizer/BioNTech,50740
Iceland,2021-04-02,Johnson&Johnson,0
Iceland,2021-04-02,Moderna,6717
Iceland,2021-04-02,Oxford/AstraZeneca,17258
Iceland,2021-04-02,Pfizer/BioNTech,50740
Iceland,2021-04-03,Johnson&Johnson,0
Iceland,2021-04-03,Moderna,6717
Iceland,2021-04-03,Oxford/AstraZeneca,17259
Iceland,2021-04-03,Pfizer/BioNTech,50740
Iceland,2021-04-04,Johnson&Johnson,0
Iceland,2021-04-04,Moderna,6717
Iceland,2021-04-04,Oxford/AstraZeneca,17259
Iceland,2021-04-04,Pfizer/BioNTech,50740
Iceland,2021-04-05,Johnson&Johnson,0
Iceland,2021-04-05,Moderna,6717
Iceland,2021-04-05,Oxford/AstraZeneca,17259
Iceland,2021-04-05,Pfizer/BioNTech,50740
Iceland,2021-04-06,Johnson&Johnson,0
Iceland,2021-04-06,Moderna,6717
Iceland,2021-04-06,Oxford/AstraZeneca,17260
Iceland,2021-04-06,Pfizer/BioNTech,50740
Iceland,2021-04-07,Johnson&Johnson,0
Iceland,2021-04-07,Moderna,6717
Iceland,2021-04-07,Oxford/AstraZeneca,18084
Iceland,2021-04-07,Pfizer/BioNTech,55033
Iceland,2021-04-08,Johnson&Johnson,0
Iceland,2021-04-08,Moderna,6718
Iceland,2021-04-08,Oxford/AstraZeneca,22387
Iceland,2021-04-08,Pfizer/BioNTech,57371
Iceland,2021-04-09,Johnson&Johnson,0
Iceland,2021-04-09,Moderna,8156
Iceland,2021-04-09,Oxford/AstraZeneca,22757
Iceland,2021-04-09,Pfizer/BioNTech,57867
Iceland,2021-04-10,Johnson&Johnson,0
Iceland,2021-04-10,Moderna,8156
Iceland,2021-04-10,Oxford/AstraZeneca,23271
Iceland,2021-04-10,Pfizer/BioNTech,57885
Iceland,2021-04-11,Johnson&Johnson,0
Iceland,2021-04-11,Moderna,8156
Iceland,2021-04-11,Oxford/AstraZeneca,23271
Iceland,2021-04-11,Pfizer/BioNTech,57886
Iceland,2021-04-12,Johnson&Johnson,0
Iceland,2021-04-12,Moderna,8156
Iceland,2021-04-12,Oxford/AstraZeneca,23293
Iceland,2021-04-12,Pfizer/BioNTech,57887
Iceland,2021-04-13,Johnson&Johnson,0
Iceland,2021-04-13,Moderna,8156
Iceland,2021-04-13,Oxford/AstraZeneca,23313
Iceland,2021-04-13,Pfizer/BioNTech,64071
Iceland,2021-04-14,Johnson&Johnson,0
Iceland,2021-04-14,Moderna,8156
Iceland,2021-04-14,Oxford/AstraZeneca,23847
Iceland,2021-04-14,Pfizer/BioNTech,65551
Iceland,2021-04-15,Johnson&Johnson,0
Iceland,2021-04-15,Moderna,8157
Iceland,2021-04-15,Oxford/AstraZeneca,23962
Iceland,2021-04-15,Pfizer/BioNTech,66714
Iceland,2021-04-16,Johnson&Johnson,0
Iceland,2021-04-16,Moderna,8157
Iceland,2021-04-16,Oxford/AstraZeneca,23964
Iceland,2021-04-16,Pfizer/BioNTech,67545
Iceland,2021-04-17,Johnson&Johnson,0
Iceland,2021-04-17,Moderna,8157
Iceland,2021-04-17,Oxford/AstraZeneca,23964
Iceland,2021-04-17,Pfizer/BioNTech,67894
Iceland,2021-04-18,Johnson&Johnson,0
Iceland,2021-04-18,Moderna,8157
Iceland,2021-04-18,Oxford/AstraZeneca,23964
Iceland,2021-04-18,Pfizer/BioNTech,68213
Iceland,2021-04-19,Johnson&Johnson,0
Iceland,2021-04-19,Moderna,8157
Iceland,2021-04-19,Oxford/AstraZeneca,23964
Iceland,2021-04-19,Pfizer/BioNTech,68673
Iceland,2021-04-20,Johnson&Johnson,0
Iceland,2021-04-20,Moderna,8168
Iceland,2021-04-20,Oxford/AstraZeneca,23964
Iceland,2021-04-20,Pfizer/BioNTech,75373
Iceland,2021-04-21,Johnson&Johnson,0
Iceland,2021-04-21,Moderna,12470
Iceland,2021-04-21,Oxford/AstraZeneca,24024
Iceland,2021-04-21,Pfizer/BioNTech,77034
Iceland,2021-04-22,Johnson&Johnson,0
Iceland,2021-04-22,Moderna,12470
Iceland,2021-04-22,Oxford/AstraZeneca,24024
Iceland,2021-04-22,Pfizer/BioNTech,77035
Iceland,2021-04-23,Johnson&Johnson,0
Iceland,2021-04-23,Moderna,12470
Iceland,2021-04-23,Oxford/AstraZeneca,24025
Iceland,2021-04-23,Pfizer/BioNTech,77481
Iceland,2021-04-24,Johnson&Johnson,0
Iceland,2021-04-24,Moderna,12470
Iceland,2021-04-24,Oxford/AstraZeneca,24025
Iceland,2021-04-24,Pfizer/BioNTech,77481
Iceland,2021-04-25,Johnson&Johnson,0
Iceland,2021-04-25,Moderna,12470
Iceland,2021-04-25,Oxford/AstraZeneca,24025
Iceland,2021-04-25,Pfizer/BioNTech,77481
Iceland,2021-04-26,Johnson&Johnson,0
Iceland,2021-04-26,Moderna,12470
Iceland,2021-04-26,Oxford/AstraZeneca,24025
Iceland,2021-04-26,Pfizer/BioNTech,77481
Iceland,2021-04-27,Johnson&Johnson,0
Iceland,2021-04-27,Moderna,12470
Iceland,2021-04-27,Oxford/AstraZeneca,24312
Iceland,2021-04-27,Pfizer/BioNTech,84868
Iceland,2021-04-28,Johnson&Johnson,376
Iceland,2021-04-28,Moderna,12470
Iceland,2021-04-28,Oxford/AstraZeneca,33978
Iceland,2021-04-28,Pfizer/BioNTech,86376
Iceland,2021-04-29,Johnson&Johnson,376
Iceland,2021-04-29,Moderna,12470
Iceland,2021-04-29,Oxford/AstraZeneca,44562
Iceland,2021-04-29,Pfizer/BioNTech,87989
Iceland,2021-04-30,Johnson&Johnson,467
Iceland,2021-04-30,Moderna,12471
Iceland,2021-04-30,Oxford/AstraZeneca,45047
Iceland,2021-04-30,Pfizer/BioNTech,88074
Iceland,2021-05-01,Johnson&Johnson,467
Iceland,2021-05-01,Moderna,12471
Iceland,2021-05-01,Oxford/AstraZeneca,45048
Iceland,2021-05-01,Pfizer/BioNTech,88263
Iceland,2021-05-02,Johnson&Johnson,467
Iceland,2021-05-02,Moderna,12471
Iceland,2021-05-02,Oxford/AstraZeneca,45048
Iceland,2021-05-02,Pfizer/BioNTech,88264
Iceland,2021-05-03,Johnson&Johnson,467
Iceland,2021-05-03,Moderna,12471
Iceland,2021-05-03,Oxford/AstraZeneca,45048
Iceland,2021-05-03,Pfizer/BioNTech,88268
Iceland,2021-05-04,Johnson&Johnson,521
Iceland,2021-05-04,Moderna,12471
Iceland,2021-05-04,Oxford/AstraZeneca,45131
Iceland,2021-05-04,Pfizer/BioNTech,99232
Iceland,2021-05-05,Johnson&Johnson,7038
Iceland,2021-05-05,Moderna,12471
Iceland,2021-05-05,Oxford/AstraZeneca,45639
Iceland,2021-05-05,Pfizer/BioNTech,102177
Iceland,2021-05-06,Johnson&Johnson,7931
Iceland,2021-05-06,Moderna,12472
Iceland,2021-05-06,Oxford/AstraZeneca,59672
Iceland,2021-05-06,Pfizer/BioNTech,104377
Iceland,2021-05-07,Johnson&Johnson,8441
Iceland,2021-05-07,Moderna,15350
Iceland,2021-05-07,Oxford/AstraZeneca,59894
Iceland,2021-05-07,Pfizer/BioNTech,104408
Iceland,2021-05-08,Johnson&Johnson,8441
Iceland,2021-05-08,Moderna,15350
Iceland,2021-05-08,Oxford/AstraZeneca,59894
Iceland,2021-05-08,Pfizer/BioNTech,104408
Iceland,2021-05-09,Johnson&Johnson,8441
Iceland,2021-05-09,Moderna,15350
Iceland,2021-05-09,Oxford/AstraZeneca,59894
Iceland,2021-05-09,Pfizer/BioNTech,104408
Iceland,2021-05-10,Johnson&Johnson,8442
Iceland,2021-05-10,Moderna,15350
