location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Brazil,BRA,2021-04-26,38986878,27345796,11641082,959765,747378,18.34,12.87,5.48,3516
Brazil,BRA,2021-04-27,40168799,27920546,12248253,1181921,908810,18.9,13.14,5.76,4276
Brazil,BRA,2021-04-28,41003659,28312000,12691659,834860,992146,19.29,13.32,5.97,4668
Brazil,BRA,2021-04-29,41989957,28778338,13211619,986298,995000,19.75,13.54,6.22,4681
Brazil,BRA,2021-04-30,42698862,29149512,13549350,708905,798004,20.09,13.71,6.37,3754
Brazil,BRA,2021-05-01,43036179,29336953,13699226,337317,757933,20.25,13.8,6.44,3566
Brazil,BRA,2021-05-02,43173356,29421191,13752165,137177,735178,20.31,13.84,6.47,3459
Brazil,BRA,2021-05-03,43962159,29865013,14097146,788803,710754,20.68,14.05,6.63,3344
Brazil,BRA,2021-05-04,45273825,30658945,14614880,1311666,729289,21.3,14.42,6.88,3431
Brazil,BRA,2021-05-05,46185689,31265483,14920206,911864,740290,21.73,14.71,7.02,3483
Brazil,BRA,2021-05-06,46542392,31504414,15037978,356703,650348,21.9,14.82,7.07,3060
Brazil,BRA,2021-05-07,46875460,31722544,15152916,333068,596657,22.05,14.92,7.13,2807
Brazil,BRA,2021-05-08,,,,,571797,,,,2690
Brazil,BRA,2021-05-09,,,,,575528,,,,2708
Brazil,BRA,2021-05-10,47365348,32101075,15264273,,486170,22.28,15.1,7.18,2287
Brazil,BRA,2021-05-11,48193472,32647725,15545747,828124,417092,22.67,15.36,7.31,1962
Brazil,BRA,2021-05-12,49188608,33332789,15855819,995136,428988,23.14,15.68,7.46,2018
Brazil,BRA,2021-05-13,50308106,34092728,16215378,1119498,537959,23.67,16.04,7.63,2531
Brazil,BRA,2021-05-14,52093242,35383566,16709676,1785136,745397,24.51,16.65,7.86,3507
Brazil,BRA,2021-05-15,52641583,35731848,16909735,548341,800404,24.77,16.81,7.96,3766
Brazil,BRA,2021-05-16,52771668,35801333,16970335,130085,795659,24.83,16.84,7.98,3743
Brazil,BRA,2021-05-17,53624328,36355939,17268389,852660,894140,25.23,17.1,8.12,4207
Brazil,BRA,2021-05-18,54332240,36844286,17487954,707912,876967,25.56,17.33,8.23,4126
Brazil,BRA,2021-05-19,55098913,37376193,17722720,766673,844329,25.92,17.58,8.34,3972
Brazil,BRA,2021-05-20,55960152,37937840,18022312,861239,807435,26.33,17.85,8.48,3799
Brazil,BRA,2021-05-21,,,,,774713,,,,3645
Brazil,BRA,2021-05-22,,,,,918676,,,,4322
Brazil,BRA,2021-05-23,,,,,1122390,,,,5280
Brazil,BRA,2021-05-24,,,,,1222878,,,,5753
Brazil,BRA,2021-05-25,63740557,42702699,21037858,,1344045,29.99,20.09,9.9,6323
Brazil,BRA,2021-05-26,64568609,43239648,21328961,828052,1352814,30.38,20.34,10.03,6364
Brazil,BRA,2021-05-27,65268576,43727936,21540640,699967,1329775,30.71,20.57,10.13,6256
Brazil,BRA,2021-05-28,66432341,44564785,21867556,1163765,1273730,31.25,20.97,10.29,5992
Brazil,BRA,2021-05-29,66934363,44956732,21977631,502022,1123150,31.49,21.15,10.34,5284
Brazil,BRA,2021-05-30,67088046,45079934,22008112,153683,922807,31.56,21.21,10.35,4341
Brazil,BRA,2021-05-31,67482730,45376214,22106516,394684,756893,31.75,21.35,10.4,3561
Brazil,BRA,2021-06-01,68244216,45940210,22304006,761486,643380,32.11,21.61,10.49,3027
Brazil,BRA,2021-06-02,68919860,46498375,22421485,675644,621607,32.42,21.88,10.55,2924
Brazil,BRA,2021-06-03,70330300,47636424,22693876,1410440,723103,33.09,22.41,10.68,3402
Brazil,BRA,2021-06-04,70743531,48007886,22735645,413231,615884,33.28,22.59,10.7,2897
Brazil,BRA,2021-06-05,71429257,48576572,22852685,685726,642128,33.6,22.85,10.75,3021
Brazil,BRA,2021-06-06,71691137,48802098,22889039,261880,657584,33.73,22.96,10.77,3094
Brazil,BRA,2021-06-07,,,,,749851,,,,3528
Brazil,BRA,2021-06-08,,,,,789718,,,,3715
Brazil,BRA,2021-06-09,74812794,51465240,23347554,,841848,35.2,24.21,10.98,3961
Brazil,BRA,2021-06-10,75890097,52429219,23460878,1077303,794257,35.7,24.67,11.04,3737
Brazil,BRA,2021-06-11,76758587,53224020,23534567,868490,859294,36.11,25.04,11.07,4043
Brazil,BRA,2021-06-12,,,,,859572,,,,4044
Brazil,BRA,2021-06-13,78133938,54489914,23644024,,920400,36.76,25.64,11.12,4330
Brazil,BRA,2021-06-14,78906225,55226467,23679758,772287,882077,37.12,25.98,11.14,4150
Brazil,BRA,2021-06-15,80268207,56479200,23789007,1361982,927995,37.76,26.57,11.19,4366
Brazil,BRA,2021-06-16,81540602,57676179,23864423,1272395,961115,38.36,27.13,11.23,4522
British Virgin Islands,VGB,2021-05-21,15031,11255,3776,,,49.71,37.22,12.49,
British Virgin Islands,VGB,2021-05-22,,,,,182,,,,6019
British Virgin Islands,VGB,2021-05-23,,,,,182,,,,6019
British Virgin Islands,VGB,2021-05-24,,,,,182,,,,6019
British Virgin Islands,VGB,2021-05-25,,,,,182,,,,6019
British Virgin Islands,VGB,2021-05-26,,,,,182,,,,6019
British Virgin Islands,VGB,2021-05-27,,,,,182,,,,6019
British Virgin Islands,VGB,2021-05-28,16302,11553,4749,,182,53.91,38.21,15.71,6019
British Virgin Islands,VGB,2021-05-29,,,,,189,,,,6251
British Virgin Islands,VGB,2021-05-30,,,,,196,,,,6482
British Virgin Islands,VGB,2021-05-31,,,,,203,,,,6714
British Virgin Islands,VGB,2021-06-01,,,,,210,,,,6945
British Virgin Islands,VGB,2021-06-02,,,,,217,,,,7177
British Virgin Islands,VGB,2021-06-03,,,,,224,,,,7408
British Virgin Islands,VGB,2021-06-04,,,,,231,,,,7640
British Virgin Islands,VGB,2021-06-05,,,,,231,,,,7640
British Virgin Islands,VGB,2021-06-06,,,,,231,,,,7640
British Virgin Islands,VGB,2021-06-07,,,,,231,,,,7640
British Virgin Islands,VGB,2021-06-08,,,,,231,,,,7640
British Virgin Islands,VGB,2021-06-09,,,,,231,,,,7640
British Virgin Islands,VGB,2021-06-10,,,,,231,,,,7640
British Virgin Islands,VGB,2021-06-11,19534,12245,7289,,231,64.6,40.5,24.11,7640
Brunei,BRN,2021-04-02,0,0,,,,0.0,0.0,,
Brunei,BRN,2021-04-03,754,754,,754,754,0.17,0.17,,1723
Brunei,BRN,2021-04-04,822,822,,68,411,0.19,0.19,,939
Brunei,BRN,2021-04-05,1214,1214,,392,405,0.28,0.28,,926
Brunei,BRN,2021-04-06,2560,2560,,1346,640,0.59,0.59,,1463
Brunei,BRN,2021-04-07,3194,3194,,634,639,0.73,0.73,,1461
Brunei,BRN,2021-04-08,4026,4026,,832,671,0.92,0.92,,1534
Brunei,BRN,2021-04-09,4341,4341,,315,620,0.99,0.99,,1417
Brunei,BRN,2021-04-10,5028,5028,,687,611,1.15,1.15,,1397
Brunei,BRN,2021-04-11,5145,5145,,117,618,1.18,1.18,,1413
Brunei,BRN,2021-04-12,6090,6090,,945,697,1.39,1.39,,1593
Brunei,BRN,2021-04-13,6638,6638,,548,583,1.52,1.52,,1333
Brunei,BRN,2021-04-14,6701,6701,,63,501,1.53,1.53,,1145
Brunei,BRN,2021-04-15,7503,7503,,802,497,1.72,1.72,,1136
Brunei,BRN,2021-04-16,7725,7725,,222,483,1.77,1.77,,1104
Brunei,BRN,2021-04-17,8454,8454,,729,489,1.93,1.93,,1118
Brunei,BRN,2021-04-18,,,,,519,,,,1186
Brunei,BRN,2021-04-19,9099,9099,,,430,2.08,2.08,,983
Brunei,BRN,2021-04-20,9861,9861,,762,460,2.25,2.25,,1051
Brunei,BRN,2021-04-21,10715,10715,,854,573,2.45,2.45,,1310
Brunei,BRN,2021-04-22,11506,11506,,791,572,2.63,2.63,,1307
Brunei,BRN,2021-04-23,,,,,599,,,,1369
Brunei,BRN,2021-04-24,12324,12324,,,553,2.82,2.82,,1264
Brunei,BRN,2021-04-25,,,,,551,,,,1259
Brunei,BRN,2021-04-26,12947,12842,105,,550,2.96,2.94,0.02,1257
Brunei,BRN,2021-04-27,13485,13363,122,538,518,3.08,3.05,0.03,1184
Brunei,BRN,2021-04-28,14126,13898,228,641,487,3.23,3.18,0.05,1113
Brunei,BRN,2021-04-29,14876,14526,350,750,481,3.4,3.32,0.08,1099
Brunei,BRN,2021-04-30,,,,,460,,,,1051
Brunei,BRN,2021-05-01,,,,,438,,,,1001
Brunei,BRN,2021-05-02,,,,,430,,,,983
Brunei,BRN,2021-05-03,15905,15043,862,,423,3.64,3.44,0.2,967
Brunei,BRN,2021-05-04,16632,15441,1191,727,450,3.8,3.53,0.27,1029
Brunei,BRN,2021-05-05,17776,15989,1787,1144,521,4.06,3.65,0.41,1191
Brunei,BRN,2021-05-06,19163,16764,2399,1387,612,4.38,3.83,0.55,1399
Brunei,BRN,2021-05-07,,,,,706,,,,1614
Brunei,BRN,2021-05-08,20990,17811,3179,,800,4.8,4.07,0.73,1829
Brunei,BRN,2021-05-09,21030,17811,3219,40,769,4.81,4.07,0.74,1758
Brunei,BRN,2021-05-10,23188,19108,4080,2158,1040,5.3,4.37,0.93,2377
Brunei,BRN,2021-05-11,25065,20218,4847,1877,1205,5.73,4.62,1.11,2754
Brunei,BRN,2021-05-12,,,,,1102,,,,2519
Brunei,BRN,2021-05-13,,,,,965,,,,2206
Brunei,BRN,2021-05-14,,,,,895,,,,2046
Brunei,BRN,2021-05-15,,,,,826,,,,1888
Brunei,BRN,2021-05-16,,,,,881,,,,2014
Brunei,BRN,2021-05-17,,,,,634,,,,1449
Brunei,BRN,2021-05-18,28051,22252,5799,,427,6.41,5.09,1.33,976
Brunei,BRN,2021-05-19,,,,,616,,,,1408
Brunei,BRN,2021-05-20,,,,,805,,,,1840
Brunei,BRN,2021-05-21,33305,25032,8273,,994,7.61,5.72,1.89,2272
Brunei,BRN,2021-05-22,35946,27233,8713,2641,1311,8.22,6.22,1.99,2997
Brunei,BRN,2021-05-23,35946,27233,8713,0,1250,8.22,6.22,1.99,2857
Brunei,BRN,2021-05-24,38964,29633,9331,3018,1620,8.91,6.77,2.13,3703
Brunei,BRN,2021-05-25,42146,32247,9899,3182,2014,9.63,7.37,2.26,4604
Brunei,BRN,2021-05-26,45802,35308,10494,3656,2286,10.47,8.07,2.4,5225
Brunei,BRN,2021-05-27,49371,38422,10949,3569,2545,11.29,8.78,2.5,5817
Brunei,BRN,2021-05-28,49425,38458,10967,54,2303,11.3,8.79,2.51,5264
Brunei,BRN,2021-05-29,52775,41655,11120,3350,2404,12.06,9.52,2.54,5495
Brunei,BRN,2021-05-30,,,,,2487,,,,5685
Brunei,BRN,2021-05-31,,,,,2138,,,,4887
Brunei,BRN,2021-06-01,,,,,1766,,,,4037
Brunei,BRN,2021-06-02,55085,43779,11306,,1326,12.59,10.01,2.58,3031
Brunei,BRN,2021-06-03,,,,,912,,,,2085
Brunei,BRN,2021-06-04,,,,,1001,,,,2288
Brunei,BRN,2021-06-05,,,,,618,,,,1413
Brunei,BRN,2021-06-06,,,,,632,,,,1445
Brunei,BRN,2021-06-07,58450,47040,11410,,646,13.36,10.75,2.61,1477
Brunei,BRN,2021-06-08,,,,,685,,,,1566
Brunei,BRN,2021-06-09,60156,48719,11437,,724,13.75,11.14,2.61,1655
Brunei,BRN,2021-06-10,61225,49763,11462,1069,781,13.99,11.37,2.62,1785
Brunei,BRN,2021-06-11,61289,49825,11464,64,694,14.01,11.39,2.62,1586
Brunei,BRN,2021-06-12,,,,,673,,,,1538
Brunei,BRN,2021-06-13,62343,50846,11497,,652,14.25,11.62,2.63,1490
Brunei,BRN,2021-06-14,63486,51908,11578,1143,719,14.51,11.87,2.65,1643
Bulgaria,BGR,2020-12-29,1719,1719,,,,0.02,0.02,,
Bulgaria,BGR,2020-12-30,4608,4608,,2889,2889,0.07,0.07,,416
Bulgaria,BGR,2020-12-31,,,,,1477,,,,213
Bulgaria,BGR,2021-01-01,4739,4739,,,1007,0.07,0.07,,145
Bulgaria,BGR,2021-01-02,,,,,799,,,,115
Bulgaria,BGR,2021-01-03,,,,,675,,,,97
Bulgaria,BGR,2021-01-04,,,,,592,,,,85
Bulgaria,BGR,2021-01-05,5448,5448,,,533,0.08,0.08,,77
Bulgaria,BGR,2021-01-06,7913,7913,,2465,472,0.11,0.11,,68
Bulgaria,BGR,2021-01-07,11117,11117,,3204,920,0.16,0.16,,132
Bulgaria,BGR,2021-01-08,13355,13355,,2238,1231,0.19,0.19,,177
Bulgaria,BGR,2021-01-09,13473,13473,,118,1222,0.19,0.19,,176
Bulgaria,BGR,2021-01-10,,,,,1246,,,,179
Bulgaria,BGR,2021-01-11,14161,14161,,,1270,0.2,0.2,,183
Bulgaria,BGR,2021-01-12,15780,15780,,1619,1476,0.23,0.23,,212
Bulgaria,BGR,2021-01-13,17038,17038,,1258,1304,0.25,0.25,,188
Bulgaria,BGR,2021-01-14,17686,17686,,648,938,0.25,0.25,,135
Bulgaria,BGR,2021-01-15,18126,18126,,440,682,0.26,0.26,,98
Bulgaria,BGR,2021-01-16,18332,18332,,206,694,0.26,0.26,,100
Bulgaria,BGR,2021-01-17,18453,18453,,121,662,0.27,0.27,,95
Bulgaria,BGR,2021-01-18,19638,18524,1114,1185,782,0.28,0.27,0.02,113
Bulgaria,BGR,2021-01-19,22226,19058,3168,2588,921,0.32,0.27,0.05,133
Bulgaria,BGR,2021-01-20,24127,19834,4293,1901,1013,0.35,0.29,0.06,146
Bulgaria,BGR,2021-01-21,25251,20719,4532,1124,1081,0.36,0.3,0.07,156
Bulgaria,BGR,2021-01-22,26101,21496,4605,850,1139,0.38,0.31,0.07,164
Bulgaria,BGR,2021-01-23,26119,21509,4610,18,1112,0.38,0.31,0.07,160
Bulgaria,BGR,2021-01-24,26143,21533,4610,24,1099,0.38,0.31,0.07,158
Bulgaria,BGR,2021-01-25,26798,22129,4669,655,1023,0.39,0.32,0.07,147
Bulgaria,BGR,2021-01-26,29122,23667,5455,2324,985,0.42,0.34,0.08,142
Bulgaria,BGR,2021-01-27,32917,25245,7672,3795,1256,0.47,0.36,0.11,181
Bulgaria,BGR,2021-01-28,37636,26753,10883,4719,1769,0.54,0.39,0.16,255
Bulgaria,BGR,2021-01-29,40805,27856,12949,3169,2101,0.59,0.4,0.19,302
Bulgaria,BGR,2021-01-30,41020,27957,13063,215,2129,0.59,0.4,0.19,306
Bulgaria,BGR,2021-01-31,41125,28041,13084,105,2140,0.59,0.4,0.19,308
Bulgaria,BGR,2021-02-01,42634,28978,13656,1509,2262,0.61,0.42,0.2,326
Bulgaria,BGR,2021-02-02,45917,30817,15100,3283,2399,0.66,0.44,0.22,345
Bulgaria,BGR,2021-02-03,50124,33691,16433,4207,2458,0.72,0.48,0.24,354
Bulgaria,BGR,2021-02-04,54025,36929,17096,3901,2341,0.78,0.53,0.25,337
Bulgaria,BGR,2021-02-05,56860,39468,17392,2835,2294,0.82,0.57,0.25,330
Bulgaria,BGR,2021-02-06,57016,39624,17392,156,2285,0.82,0.57,0.25,329
Bulgaria,BGR,2021-02-07,57038,39646,17392,22,2273,0.82,0.57,0.25,327
Bulgaria,BGR,2021-02-08,58888,41407,17481,1850,2322,0.85,0.6,0.25,334
Bulgaria,BGR,2021-02-09,62428,44482,17946,3540,2359,0.9,0.64,0.26,340
Bulgaria,BGR,2021-02-10,66163,47551,18612,3735,2291,0.95,0.68,0.27,330
Bulgaria,BGR,2021-02-11,71123,51435,19688,4960,2443,1.02,0.74,0.28,352
Bulgaria,BGR,2021-02-12,74694,54123,20571,3571,2548,1.07,0.78,0.3,367
Bulgaria,BGR,2021-02-13,75320,54646,20674,626,2615,1.08,0.79,0.3,376
Bulgaria,BGR,2021-02-14,75388,54690,20698,68,2621,1.08,0.79,0.3,377
Bulgaria,BGR,2021-02-15,77436,56113,21323,2048,2650,1.11,0.81,0.31,381
Bulgaria,BGR,2021-02-16,81338,58562,22776,3902,2701,1.17,0.84,0.33,389
Bulgaria,BGR,2021-02-17,85920,61813,24107,4582,2822,1.24,0.89,0.35,406
Bulgaria,BGR,2021-02-18,90514,65073,25441,4594,2770,1.3,0.94,0.37,399
Bulgaria,BGR,2021-02-19,104268,77518,26750,13754,4225,1.5,1.12,0.38,608
Bulgaria,BGR,2021-02-20,108356,81433,26923,4088,4719,1.56,1.17,0.39,679
Bulgaria,BGR,2021-02-21,119354,92381,26973,10998,6281,1.72,1.33,0.39,904
Bulgaria,BGR,2021-02-22,131063,103111,27952,11709,7661,1.89,1.48,0.4,1103
Bulgaria,BGR,2021-02-23,148226,118549,29677,17163,9555,2.13,1.71,0.43,1375
Bulgaria,BGR,2021-02-24,168462,136454,32008,20236,11792,2.42,1.96,0.46,1697
Bulgaria,BGR,2021-02-25,188512,153793,34719,20050,14000,2.71,2.21,0.5,2015
Bulgaria,BGR,2021-02-26,204439,167258,37181,15927,14310,2.94,2.41,0.54,2059
Bulgaria,BGR,2021-02-27,209760,172393,37367,5321,14486,3.02,2.48,0.54,2085
Bulgaria,BGR,2021-02-28,212445,175066,37379,2685,13299,3.06,2.52,0.54,1914
Bulgaria,BGR,2021-03-01,223539,184764,38775,11094,13211,3.22,2.66,0.56,1901
Bulgaria,BGR,2021-03-02,243772,202247,41525,20233,13649,3.51,2.91,0.6,1964
Bulgaria,BGR,2021-03-03,248169,206296,41873,4397,11387,3.57,2.97,0.6,1639
Bulgaria,BGR,2021-03-04,268544,221832,46712,20375,11433,3.86,3.19,0.67,1645
Bulgaria,BGR,2021-03-05,284464,234526,49938,15920,11432,4.09,3.38,0.72,1645
Bulgaria,BGR,2021-03-06,287118,237067,50051,2654,11051,4.13,3.41,0.72,1590
Bulgaria,BGR,2021-03-07,288631,238575,50056,1513,10884,4.15,3.43,0.72,1566
Bulgaria,BGR,2021-03-08,294132,243479,50653,5501,10085,4.23,3.5,0.73,1451
Bulgaria,BGR,2021-03-09,302151,250507,51644,8019,8340,4.35,3.61,0.74,1200
Bulgaria,BGR,2021-03-10,309145,256410,52735,6994,8711,4.45,3.69,0.76,1254
Bulgaria,BGR,2021-03-11,324446,270587,53859,15301,7986,4.67,3.89,0.78,1149
Bulgaria,BGR,2021-03-12,336660,279324,57336,12214,7457,4.85,4.02,0.83,1073
Bulgaria,BGR,2021-03-13,337904,280137,57767,1244,7255,4.86,4.03,0.83,1044
Bulgaria,BGR,2021-03-14,338879,280462,58417,975,7178,4.88,4.04,0.84,1033
Bulgaria,BGR,2021-03-15,341707,281713,59994,2828,6796,4.92,4.05,0.86,978
Bulgaria,BGR,2021-03-16,345994,284266,61728,4287,6263,4.98,4.09,0.89,901
Bulgaria,BGR,2021-03-17,350702,286950,63752,4708,5937,5.05,4.13,0.92,854
Bulgaria,BGR,2021-03-18,356052,289311,66741,5350,4515,5.12,4.16,0.96,650
Bulgaria,BGR,2021-03-19,362721,293176,69545,6669,3723,5.22,4.22,1.0,536
Bulgaria,BGR,2021-03-20,366547,295794,70753,3826,4092,5.28,4.26,1.02,589
Bulgaria,BGR,2021-03-21,368905,297681,71224,2358,4289,5.31,4.28,1.03,617
Bulgaria,BGR,2021-03-22,376370,302517,73853,7465,4952,5.42,4.35,1.06,713
Bulgaria,BGR,2021-03-23,388805,310415,78390,12435,6116,5.6,4.47,1.13,880
Bulgaria,BGR,2021-03-24,401309,321332,79977,12504,7230,5.78,4.62,1.15,1041
Bulgaria,BGR,2021-03-25,415601,332467,83134,14292,8507,5.98,4.78,1.2,1224
Bulgaria,BGR,2021-03-26,430228,343120,87108,14627,9644,6.19,4.94,1.25,1388
Bulgaria,BGR,2021-03-27,434158,346392,87766,3930,9659,6.25,4.99,1.26,1390
Bulgaria,BGR,2021-03-28,436541,348327,88214,2383,9662,6.28,5.01,1.27,1391
Bulgaria,BGR,2021-03-29,445547,355220,90327,9006,9882,6.41,5.11,1.3,1422
Bulgaria,BGR,2021-03-30,458731,365650,93081,13184,9989,6.6,5.26,1.34,1438
Bulgaria,BGR,2021-03-31,472443,377440,95003,13712,10162,6.8,5.43,1.37,1462
Bulgaria,BGR,2021-04-01,486002,388595,97407,13559,10057,6.99,5.59,1.4,1447
Bulgaria,BGR,2021-04-02,498085,398203,99882,12083,9694,7.17,5.73,1.44,1395
Bulgaria,BGR,2021-04-03,502078,401514,100564,3993,9703,7.23,5.78,1.45,1396
Bulgaria,BGR,2021-04-04,503570,402693,100877,1492,9576,7.25,5.8,1.45,1378
Bulgaria,BGR,2021-04-05,510049,407622,102427,6479,9215,7.34,5.87,1.47,1326
Bulgaria,BGR,2021-04-06,519635,414790,104845,9586,8701,7.48,5.97,1.51,1252
Bulgaria,BGR,2021-04-07,533453,425706,107747,13818,8716,7.68,6.13,1.55,1254
Bulgaria,BGR,2021-04-08,552516,442439,110077,19063,9502,7.95,6.37,1.58,1368
Bulgaria,BGR,2021-04-09,567396,454711,112685,14880,9902,8.17,6.54,1.62,1425
Bulgaria,BGR,2021-04-10,571062,458084,112978,3666,9855,8.22,6.59,1.63,1418
Bulgaria,BGR,2021-04-11,572662,459409,113253,1600,9870,8.24,6.61,1.63,1420
Bulgaria,BGR,2021-04-12,579992,465348,114644,7330,9992,8.35,6.7,1.65,1438
Bulgaria,BGR,2021-04-13,590495,474072,116423,10503,10123,8.5,6.82,1.68,1457
Bulgaria,BGR,2021-04-14,605377,485498,119879,14882,10275,8.71,6.99,1.73,1479
Bulgaria,BGR,2021-04-15,620375,496994,123381,14998,9694,8.93,7.15,1.78,1395
Bulgaria,BGR,2021-04-16,634129,507245,126884,13754,9533,9.13,7.3,1.83,1372
Bulgaria,BGR,2021-04-17,637216,509196,128020,3087,9451,9.17,7.33,1.84,1360
Bulgaria,BGR,2021-04-18,638443,509905,128538,1227,9397,9.19,7.34,1.85,1352
Bulgaria,BGR,2021-04-19,645486,514417,131069,7043,9356,9.29,7.4,1.89,1346
Bulgaria,BGR,2021-04-20,657333,521956,135377,11847,9548,9.46,7.51,1.95,1374
Bulgaria,BGR,2021-04-21,676501,533316,143185,19168,10161,9.74,7.68,2.06,1462
Bulgaria,BGR,2021-04-22,698517,546700,151817,22016,11163,10.05,7.87,2.18,1607
Bulgaria,BGR,2021-04-23,716940,556719,160221,18423,11830,10.32,8.01,2.31,1703
Bulgaria,BGR,2021-04-24,721170,558405,162765,4230,11993,10.38,8.04,2.34,1726
Bulgaria,BGR,2021-04-25,723240,559274,163966,2070,12114,10.41,8.05,2.36,1743
Bulgaria,BGR,2021-04-26,734150,564282,169868,10910,12666,10.57,8.12,2.44,1823
Bulgaria,BGR,2021-04-27,750899,572924,177975,16749,13367,10.81,8.25,2.56,1924
Bulgaria,BGR,2021-04-28,776254,585719,190535,25355,14250,11.17,8.43,2.74,2051
Bulgaria,BGR,2021-04-29,803176,595509,207667,26922,14951,11.56,8.57,2.99,2152
Bulgaria,BGR,2021-04-30,815463,602109,213354,12287,14075,11.74,8.67,3.07,2026
Bulgaria,BGR,2021-05-01,821218,606144,215074,5755,14293,11.82,8.72,3.1,2057
Bulgaria,BGR,2021-05-02,824623,608428,216195,3405,14483,11.87,8.76,3.11,2084
Bulgaria,BGR,2021-05-03,833510,613677,219833,8887,14194,12.0,8.83,3.16,2043
Bulgaria,BGR,2021-05-04,844643,619256,225387,11133,13392,12.16,8.91,3.24,1927
Bulgaria,BGR,2021-05-05,877124,625922,251202,32481,14410,12.62,9.01,3.62,2074
Bulgaria,BGR,2021-05-06,884254,629749,254505,7130,11583,12.73,9.06,3.66,1667
Bulgaria,BGR,2021-05-07,922371,638468,283903,38117,15273,13.27,9.19,4.09,2198
Bulgaria,BGR,2021-05-08,932419,642807,289612,10048,15886,13.42,9.25,4.17,2286
Bulgaria,BGR,2021-05-09,938064,646068,291996,5645,16206,13.5,9.3,4.2,2332
Bulgaria,BGR,2021-05-10,963539,651694,311845,25475,18576,13.87,9.38,4.49,2673
Bulgaria,BGR,2021-05-11,999287,661204,338083,35748,22092,14.38,9.52,4.87,3179
Bulgaria,BGR,2021-05-12,1035763,673441,362322,36476,22663,14.91,9.69,5.21,3262
Bulgaria,BGR,2021-05-13,1073523,685543,387980,37760,27038,15.45,9.87,5.58,3891
Bulgaria,BGR,2021-05-14,1106760,697366,409394,33237,26341,15.93,10.04,5.89,3791
Bulgaria,BGR,2021-05-15,1113351,700203,413148,6591,25847,16.02,10.08,5.95,3720
Bulgaria,BGR,2021-05-16,1116741,702012,414729,3390,25525,16.07,10.1,5.97,3673
Bulgaria,BGR,2021-05-17,1134977,709006,425971,18236,24491,16.33,10.2,6.13,3525
Bulgaria,BGR,2021-05-18,1161048,720124,440924,26071,23109,16.71,10.36,6.35,3326
Bulgaria,BGR,2021-05-19,1191397,733149,458248,30349,22233,17.15,10.55,6.59,3200
Bulgaria,BGR,2021-05-20,1225601,746125,479476,34204,21725,17.64,10.74,6.9,3127
Bulgaria,BGR,2021-05-21,1250667,756201,494466,25066,20558,18.0,10.88,7.12,2959
Bulgaria,BGR,2021-05-22,1257015,758350,498665,6348,20523,18.09,10.91,7.18,2954
Bulgaria,BGR,2021-05-23,1260683,759630,501053,3668,20563,18.14,10.93,7.21,2959
Bulgaria,BGR,2021-05-24,1265855,760923,504932,5172,18697,18.22,10.95,7.27,2691
Bulgaria,BGR,2021-05-25,1282717,766754,515963,16862,17381,18.46,11.03,7.43,2501
Bulgaria,BGR,2021-05-26,1303575,777089,526486,20858,16025,18.76,11.18,7.58,2306
Bulgaria,BGR,2021-05-27,1321786,787995,533791,18211,13741,19.02,11.34,7.68,1978
Bulgaria,BGR,2021-05-28,1341130,796827,544303,19344,12923,19.3,11.47,7.83,1860
Bulgaria,BGR,2021-05-29,1348204,799293,548911,7074,13027,19.4,11.5,7.9,1875
Bulgaria,BGR,2021-05-30,1353249,801064,552185,5045,13224,19.48,11.53,7.95,1903
Bulgaria,BGR,2021-05-31,1365923,805538,560385,12674,14295,19.66,11.59,8.06,2057
Bulgaria,BGR,2021-06-01,1383971,812072,571899,18048,14465,19.92,11.69,8.23,2082
Bulgaria,BGR,2021-06-02,1405952,819332,586620,21981,14625,20.23,11.79,8.44,2105
Bulgaria,BGR,2021-06-03,1429105,827703,601402,23153,15331,20.57,11.91,8.66,2206
Bulgaria,BGR,2021-06-04,1450850,834815,616035,21745,15674,20.88,12.01,8.87,2256
Bulgaria,BGR,2021-06-05,1456841,837157,619684,5991,15520,20.97,12.05,8.92,2234
Bulgaria,BGR,2021-06-06,1464251,840111,624140,7410,15857,21.07,12.09,8.98,2282
Bulgaria,BGR,2021-06-07,1478774,844483,634291,14523,16122,21.28,12.15,9.13,2320
Bulgaria,BGR,2021-06-08,1500534,851993,648541,21760,16652,21.6,12.26,9.33,2397
Bulgaria,BGR,2021-06-09,1524541,860007,664534,24007,16941,21.94,12.38,9.56,2438
Bulgaria,BGR,2021-06-10,1548304,867873,680431,23763,17028,22.28,12.49,9.79,2451
Bulgaria,BGR,2021-06-11,1568793,874457,694336,20489,16849,22.58,12.58,9.99,2425
Bulgaria,BGR,2021-06-12,1573761,876614,697147,4968,16703,22.65,12.62,10.03,2404
Bulgaria,BGR,2021-06-13,1577024,878290,698734,3263,16110,22.7,12.64,10.06,2319
Bulgaria,BGR,2021-06-14,1586678,882269,704409,9654,15415,22.84,12.7,10.14,2218
Bulgaria,BGR,2021-06-15,1602136,888892,713244,15458,14515,23.06,12.79,10.26,2089
Bulgaria,BGR,2021-06-16,1619744,895526,724218,17608,13600,23.31,12.89,10.42,1957
Burkina Faso,BFA,2021-06-02,200,200,,,,0.0,0.0,,
Burkina Faso,BFA,2021-06-03,,,,,960,,,,46
